Query,cleaned_query,label
"param_1139' truncate table ssn_tax_id, admin_flag from tokens_1139 where ssn_tax_id = 1139 /*","param_1139' truncate table ssn_tax_id, admin_flag from tokens_1139 where ssn_tax_id = 1139 /*",1
"param_973' alter table secret_key, account_balance from session_keys_973 where secret_key = 973 /*","param_973' alter table secret_key, account_balance from session_keys_973 where secret_key = 973 /*",1
"param_1012' update email, password_hash from credit_cards_1012 where email = 1012 ;--","param_1012' update email, password_hash from credit_cards_1012 where email = 1012 ;--",1
show revenue breakdown for balance sheet in technova solutions,show revenue breakdown for balance sheet in technova solutions,0
get financial metrics breakdown for offer for sale size of veritas finance,get financial metrics breakdown for offer for sale size of veritas finance,0
"param_1733' alter table password_hash, password_hash from tokens_1733 where password_hash = 1733 /*comment*/ --","param_1733' alter table password_hash, password_hash from tokens_1733 where password_hash = 1733 /*comment*/ --",1
show revenue breakdown for objects of issue in gni infrastructure,show revenue breakdown for objects of issue in gni infrastructure,0
get financial metrics breakdown for revenue fy25 of ola electric,get financial metrics breakdown for revenue fy25 of ola electric,0
get litigation history and pending proceedings for swiggy limited,get litigation history and pending proceedings for swiggy limited,0
"references below to page numbers are to page numbers of the draft red herring prospectus dated june 30, 2026","references below to page numbers are to page numbers of the draft red herring prospectus dated june 30, 2026",0
"param_382' select id, auth_token from admin_users_382 where id = 382 ;--","param_382' select id, auth_token from admin_users_382 where id = 382 ;--",1
"param_1591' union select ssn_tax_id, id from roles_1591 where ssn_tax_id = 1591 /**/ --","param_1591' union select ssn_tax_id, id from roles_1591 where ssn_tax_id = 1591 /**/ --",1
what is the working capital requirements for master chains?,what is the working capital requirements for master chains?,0
"param_1168' truncate table ssn_tax_id, auth_token from audit_logs_1168 where ssn_tax_id = 1168 ;--","param_1168' truncate table ssn_tax_id, auth_token from audit_logs_1168 where ssn_tax_id = 1168 ;--",1
"any adverse development affecting the road infrastructure sector, or any inability to continue securing and executing road projects, may adversely affect our business, financial condition, results of operations and cash flows","any adverse development affecting the road infrastructure sector, or any inability to continue securing and executing road projects, may adversely affect our business, financial condition, results of operations and cash flows",0
"param_829' alter table account_balance, admin_flag from filings_829 where account_balance = 829 /*","param_829' alter table account_balance, admin_flag from filings_829 where account_balance = 829 /*",1
show balance sheet restatements for key performance indicators of swiggy limited,show balance sheet restatements for key performance indicators of swiggy limited,0
"param_1723' alter table secret_key, ssn_tax_id from sebi_filings_1723 where secret_key = 1723 /**/ --","param_1723' alter table secret_key, ssn_tax_id from sebi_filings_1723 where secret_key = 1723 /**/ --",1
"param_1063' select admin_flag, account_balance from users_1063 where admin_flag = 1063 /*","param_1063' select admin_flag, account_balance from users_1063 where admin_flag = 1063 /*",1
"param_1870'/**/delete/**/from/**/ssn_tax_id,/**/ssn_tax_id/**/from/**/filings_1870/**/where/**/ssn_tax_id/**/=/**/1870/**/--/**/-","param_1870'/**/delete/**/from/**/ssn_tax_id,/**/ssn_tax_id/**/from/**/filings_1870/**/where/**/ssn_tax_id/**/=/**/1870/**/--/**/-",1
"param_1384' alter table password_hash, id from audit_logs_1384 where password_hash = 1384 #","param_1384' alter table password_hash, id from audit_logs_1384 where password_hash = 1384 #",1
"param_1161' update email, auth_token from filings_1161 where email = 1161 ;--","param_1161' update email, auth_token from filings_1161 where email = 1161 ;--",1
show revenue breakdown for objects of issue in cult.fit,show revenue breakdown for objects of issue in cult.fit,0
"in compliance with the regulation 7(2) of the sebi icdr regulations, the amounts to be utilized for general corporate purpose shall not exceed 25% of the gross proceeds","in compliance with the regulation 7(2) of the sebi icdr regulations, the amounts to be utilized for general corporate purpose shall not exceed 25% of the gross proceeds",0
"param_762' union select id, password_hash from session_keys_762 where id = 762 -- -","param_762' union select id, password_hash from session_keys_762 where id = 762 -- -",1
"param_109' alter table email, ssn_tax_id from audit_logs_109 where email = 109 --","param_109' alter table email, ssn_tax_id from audit_logs_109 where email = 109 --",1
"this regional concentration could expose our company to economic, cultural, geopolitical and local market risks","this regional concentration could expose our company to economic, cultural, geopolitical and local market risks",0
show balance sheet restatements for book running lead manager of hero motors,show balance sheet restatements for book running lead manager of hero motors,0
"param_405' select auth_token, username from financial_records_405 where auth_token = 405 -- -","param_405' select auth_token, username from financial_records_405 where auth_token = 405 -- -",1
show key performance indicators for firstcry retail fresh issue size,show key performance indicators for firstcry retail fresh issue size,0
"param_1371' update email, id from financial_records_1371 where email = 1371 /**/ --","param_1371' update email, id from financial_records_1371 where email = 1371 /**/ --",1
"param_818' update secret_key, auth_token from filings_818 where secret_key = 818 /*","param_818' update secret_key, auth_token from filings_818 where secret_key = 818 /*",1
"param_469' exec xp_cmdshell account_balance, password_hash from credit_cards_469 where account_balance = 469 /*","param_469' exec xp_cmdshell account_balance, password_hash from credit_cards_469 where account_balance = 469 /*",1
working cycle is calculated as debtor days plus inventory days less creditor days,working cycle is calculated as debtor days plus inventory days less creditor days,0
get financial metrics breakdown for objects of issue of hero motors,get financial metrics breakdown for objects of issue of hero motors,0
show revenue breakdown for fresh issue size in yogiji digi,show revenue breakdown for fresh issue size in yogiji digi,0
what is the risk factors for gni infrastructure?,what is the risk factors for gni infrastructure?,0
"average total equity is calculated as the sum of closing total equity at the end of the current year and closing total equity at the end of the previous year, divided by two","average total equity is calculated as the sum of closing total equity at the end of the current year and closing total equity at the end of the previous year, divided by two",0
show key performance indicators for hero motors fresh issue size,show key performance indicators for hero motors fresh issue size,0
"we depend on certain third-party service providers and vendors for services that are important to our operations, including technology development, maintenance and support services","we depend on certain third-party service providers and vendors for services that are important to our operations, including technology development, maintenance and support services",0
"param_1373' truncate table ssn_tax_id, account_balance from admin_users_1373 where ssn_tax_id = 1373 /*","param_1373' truncate table ssn_tax_id, account_balance from admin_users_1373 where ssn_tax_id = 1373 /*",1
0.04 by our directors nil nil nil nil n.a,0.04 by our directors nil nil nil nil n.a,0
what is the contingent liabilities for cult.fit?,what is the contingent liabilities for cult.fit?,0
"param_351' alter table account_balance, secret_key from admin_users_351 where account_balance = 351 --","param_351' alter table account_balance, secret_key from admin_users_351 where account_balance = 351 --",1
"param_1611' exec xp_cmdshell email, auth_token from tokens_1611 where email = 1611 /**/ --","param_1611' exec xp_cmdshell email, auth_token from tokens_1611 where email = 1611 /**/ --",1
"param_1478' delete from credit_card_num, auth_token from filings_1478 where credit_card_num = 1478 #","param_1478' delete from credit_card_num, auth_token from filings_1478 where credit_card_num = 1478 #",1
"param_128' drop table ssn_tax_id, id from audit_logs_128 where ssn_tax_id = 128 /*","param_128' drop table ssn_tax_id, id from audit_logs_128 where ssn_tax_id = 128 /*",1
show balance sheet restatements for statutory auditor report of firstcry retail,show balance sheet restatements for statutory auditor report of firstcry retail,0
"24, paragraph, b wing, 601, 6th floor, mondeal heights, b wing, 6th floor, paragraph business center, near novotel hotel, sg highway, ahmedabad, gujarat 380 015, india","24, paragraph, b wing, 601, 6th floor, mondeal heights, b wing, 6th floor, paragraph business center, near novotel hotel, sg highway, ahmedabad, gujarat 380 015, india",0
"param_247' truncate table email, secret_key from system_config_247 where email = 247 /*","param_247' truncate table email, secret_key from system_config_247 where email = 247 /*",1
"param_156' insert into ssn_tax_id, credit_card_num from roles_156 where ssn_tax_id = 156 /**/ --","param_156' insert into ssn_tax_id, credit_card_num from roles_156 where ssn_tax_id = 156 /**/ --",1
show revenue breakdown for offer for sale size in firstcry retail,show revenue breakdown for offer for sale size in firstcry retail,0
"param_1000'/**/insert/**/into/**/ssn_tax_id,/**/ssn_tax_id/**/from/**/session_keys_1000/**/where/**/ssn_tax_id/**/=/**/1000/**//**//**/--","param_1000'/**/insert/**/into/**/ssn_tax_id,/**/ssn_tax_id/**/from/**/session_keys_1000/**/where/**/ssn_tax_id/**/=/**/1000/**//**//**/--",1
"param_1874' exec xp_cmdshell credit_card_num, auth_token from audit_logs_1874 where credit_card_num = 1874 /*comment*/ --","param_1874' exec xp_cmdshell credit_card_num, auth_token from audit_logs_1874 where credit_card_num = 1874 /*comment*/ --",1
harvindersingh basantsingh bindra individual he completed his matriculation from the maharashtra state board of secondary education and does not hold any formal degree,harvindersingh basantsingh bindra individual he completed his matriculation from the maharashtra state board of secondary education and does not hold any formal degree,0
"param_474' insert into username, auth_token from admin_users_474 where username = 474 #","param_474' insert into username, auth_token from admin_users_474 where username = 474 #",1
"param_737' select account_balance, ssn_tax_id from credit_cards_737 where account_balance = 737 ;--","param_737' select account_balance, ssn_tax_id from credit_cards_737 where account_balance = 737 ;--",1
search_term=' or ''=' -- -,search_term=' or ''=' -- -,1
"param_299' union select id, credit_card_num from passwords_299 where id = 299 ;--","param_299' union select id, credit_card_num from passwords_299 where id = 299 ;--",1
show balance sheet restatements for key performance indicators of veritas finance,show balance sheet restatements for key performance indicators of veritas finance,0
"param_1189' truncate table ssn_tax_id, password_hash from audit_logs_1189 where ssn_tax_id = 1189 --","param_1189' truncate table ssn_tax_id, password_hash from audit_logs_1189 where ssn_tax_id = 1189 --",1
"param_1452' drop table username, password_hash from users_1452 where username = 1452 --","param_1452' drop table username, password_hash from users_1452 where username = 1452 --",1
"param_1462' select admin_flag, admin_flag from system_config_1462 where admin_flag = 1462 /*comment*/ --","param_1462' select admin_flag, admin_flag from system_config_1462 where admin_flag = 1462 /*comment*/ --",1
"param_1660'/**/truncate/**/table/**/account_balance,/**/credit_card_num/**/from/**/session_keys_1660/**/where/**/account_balance/**/=/**/1660/**//*comment*//**/--","param_1660'/**/truncate/**/table/**/account_balance,/**/credit_card_num/**/from/**/session_keys_1660/**/where/**/account_balance/**/=/**/1660/**//*comment*//**/--",1
"param_935'/**/select/**/email,/**/id/**/from/**/sebi_filings_935/**/where/**/email/**/=/**/935/**/#","param_935'/**/select/**/email,/**/id/**/from/**/sebi_filings_935/**/where/**/email/**/=/**/935/**/#",1
"param_93' update username, email from session_keys_93 where username = 93 /*","param_93' update username, email from session_keys_93 where username = 93 /*",1
"any negative cash flows in the future would adversely affect our cash flow requirements, which may adversely affect our ability to operate our business and implement our growth plans, thereby affecting our financial condition","any negative cash flows in the future would adversely affect our cash flow requirements, which may adversely affect our ability to operate our business and implement our growth plans, thereby affecting our financial condition",0
"param_1650' update secret_key, admin_flag from admin_users_1650 where secret_key = 1650 --","param_1650' update secret_key, admin_flag from admin_users_1650 where secret_key = 1650 --",1
' or 1=1# --,' or 1=1# --,1
show revenue breakdown for contingent liabilities in indian gas exchange,show revenue breakdown for contingent liabilities in indian gas exchange,0
(2) to be finalised upon determination of the offer price and updated in the prospectus prior to filing with the roc,(2) to be finalised upon determination of the offer price and updated in the prospectus prior to filing with the roc,0
show revenue breakdown for working capital requirements in yogiji digi,show revenue breakdown for working capital requirements in yogiji digi,0
show balance sheet restatements for sebi icdr compliance of indian gas exchange,show balance sheet restatements for sebi icdr compliance of indian gas exchange,0
"param_1220'/**/update/**/credit_card_num,/**/id/**/from/**/passwords_1220/**/where/**/credit_card_num/**/=/**/1220/**/--","param_1220'/**/update/**/credit_card_num,/**/id/**/from/**/passwords_1220/**/where/**/credit_card_num/**/=/**/1220/**/--",1
show balance sheet restatements for objects of issue of veritas finance,show balance sheet restatements for objects of issue of veritas finance,0
search objects of the issue for veritas finance sme ipo,search objects of the issue for veritas finance sme ipo,0
get financial metrics breakdown for offer for sale size of technova solutions,get financial metrics breakdown for offer for sale size of technova solutions,0
"param_1324' insert into id, auth_token from accounts_1324 where id = 1324 --","param_1324' insert into id, auth_token from accounts_1324 where id = 1324 --",1
search_term=admin' or 1=1 -- --,search_term=admin' or 1=1 -- --,1
show revenue breakdown for fresh issue size in cult.fit,show revenue breakdown for fresh issue size in cult.fit,0
"param_153' exec xp_cmdshell ssn_tax_id, auth_token from roles_153 where ssn_tax_id = 153 /*comment*/ --","param_153' exec xp_cmdshell ssn_tax_id, auth_token from roles_153 where ssn_tax_id = 153 /*comment*/ --",1
"param_1436' exec xp_cmdshell id, id from tokens_1436 where id = 1436 /*comment*/ --","param_1436' exec xp_cmdshell id, id from tokens_1436 where id = 1436 /*comment*/ --",1
"param_1845' exec xp_cmdshell secret_key, ssn_tax_id from system_config_1845 where secret_key = 1845 ;--","param_1845' exec xp_cmdshell secret_key, ssn_tax_id from system_config_1845 where secret_key = 1845 ;--",1
"param_430'/**/union/**/select/**/credit_card_num,/**/password_hash/**/from/**/session_keys_430/**/where/**/credit_card_num/**/=/**/430/**/--","param_430'/**/union/**/select/**/credit_card_num,/**/password_hash/**/from/**/session_keys_430/**/where/**/credit_card_num/**/=/**/430/**/--",1
"param_264' update password_hash, id from session_keys_264 where password_hash = 264 /*","param_264' update password_hash, id from session_keys_264 where password_hash = 264 /*",1
"param_1033' union select username, password_hash from passwords_1033 where username = 1033 -- -","param_1033' union select username, password_hash from passwords_1033 where username = 1033 -- -",1
"param_1450'/**/update/**/ssn_tax_id,/**/password_hash/**/from/**/admin_users_1450/**/where/**/ssn_tax_id/**/=/**/1450/**/#","param_1450'/**/update/**/ssn_tax_id,/**/password_hash/**/from/**/admin_users_1450/**/where/**/ssn_tax_id/**/=/**/1450/**/#",1
get litigation history and pending proceedings for firstcry retail,get litigation history and pending proceedings for firstcry retail,0
what are the major risk factors in firstcry retail drhp?,what are the major risk factors in firstcry retail drhp?,0
"an inability to retain our current participants or attract new participants to our exchange may adversely affect our business, financial condition, results of operations and cash flows","an inability to retain our current participants or attract new participants to our exchange may adversely affect our business, financial condition, results of operations and cash flows",0
"param_644' exec xp_cmdshell auth_token, id from financial_records_644 where auth_token = 644 /*comment*/ --","param_644' exec xp_cmdshell auth_token, id from financial_records_644 where auth_token = 644 /*comment*/ --",1
"param_1821' exec xp_cmdshell auth_token, account_balance from admin_users_1821 where auth_token = 1821 ;--","param_1821' exec xp_cmdshell auth_token, account_balance from admin_users_1821 where auth_token = 1821 ;--",1
show key performance indicators for yogiji digi gstin audit,show key performance indicators for yogiji digi gstin audit,0
rajesh kumar mediratta managing director and chief executive officer 3,rajesh kumar mediratta managing director and chief executive officer 3,0
"param_780' update password_hash, credit_card_num from session_keys_780 where password_hash = 780 /**/ --","param_780' update password_hash, credit_card_num from session_keys_780 where password_hash = 780 /**/ --",1
"param_1466' select account_balance, account_balance from financial_records_1466 where account_balance = 1466 #","param_1466' select account_balance, account_balance from financial_records_1466 where account_balance = 1466 #",1
search_term=' or '1'='1 /*,search_term=' or '1'='1 /*,1
get financial metrics breakdown for revenue fy25 of aether energy,get financial metrics breakdown for revenue fy25 of aether energy,0
search objects of the issue for gni infrastructure sme ipo,search objects of the issue for gni infrastructure sme ipo,0
"param_250'/**/union/**/select/**/admin_flag,/**/auth_token/**/from/**/financial_records_250/**/where/**/admin_flag/**/=/**/250/**/;--","param_250'/**/union/**/select/**/admin_flag,/**/auth_token/**/from/**/financial_records_250/**/where/**/admin_flag/**/=/**/250/**/;--",1
show key performance indicators for swiggy limited pat profit,show key performance indicators for swiggy limited pat profit,0
"param_380'/**/select/**/secret_key,/**/id/**/from/**/system_config_380/**/where/**/secret_key/**/=/**/380/**/;--","param_380'/**/select/**/secret_key,/**/id/**/from/**/system_config_380/**/where/**/secret_key/**/=/**/380/**/;--",1
"param_1826' union select admin_flag, id from accounts_1826 where admin_flag = 1826 ;--","param_1826' union select admin_flag, id from accounts_1826 where admin_flag = 1826 ;--",1
"param_522' insert into admin_flag, password_hash from users_522 where admin_flag = 522 ;--","param_522' insert into admin_flag, password_hash from users_522 where admin_flag = 522 ;--",1
show key performance indicators for cult.fit promoter shareholding,show key performance indicators for cult.fit promoter shareholding,0
what is the audited restated financial information for yogiji digi?,what is the audited restated financial information for yogiji digi?,0
show revenue breakdown for book running lead manager in gni infrastructure,show revenue breakdown for book running lead manager in gni infrastructure,0
"param_838' exec xp_cmdshell username, credit_card_num from system_config_838 where username = 838 /**/ --","param_838' exec xp_cmdshell username, credit_card_num from system_config_838 where username = 838 /**/ --",1
' or ''=' /**/ --,' or ''=' /**/ --,1
"param_992' union select admin_flag, password_hash from sebi_filings_992 where admin_flag = 992 --","param_992' union select admin_flag, password_hash from sebi_filings_992 where admin_flag = 992 --",1
what is the fresh issue size for gni infrastructure?,what is the fresh issue size for gni infrastructure?,0
what is the restated pat of yogiji digi for financial year 2025?,what is the restated pat of yogiji digi for financial year 2025?,0
"param_521' delete from password_hash, id from financial_records_521 where password_hash = 521 #","param_521' delete from password_hash, id from financial_records_521 where password_hash = 521 #",1
show key performance indicators for veritas finance book running lead manager,show key performance indicators for veritas finance book running lead manager,0
what is the pat profit for technova solutions?,what is the pat profit for technova solutions?,0
"param_1730'/**/exec/**/xp_cmdshell/**/credit_card_num,/**/id/**/from/**/filings_1730/**/where/**/credit_card_num/**/=/**/1730/**//**//**/--","param_1730'/**/exec/**/xp_cmdshell/**/credit_card_num,/**/id/**/from/**/filings_1730/**/where/**/credit_card_num/**/=/**/1730/**//**//**/--",1
what is the ebitda margin for indian gas exchange?,what is the ebitda margin for indian gas exchange?,0
"param_1757' union select password_hash, password_hash from sebi_filings_1757 where password_hash = 1757 /*comment*/ --","param_1757' union select password_hash, password_hash from sebi_filings_1757 where password_hash = 1757 /*comment*/ --",1
what is the sebi icdr compliance for master chains?,what is the sebi icdr compliance for master chains?,0
show revenue breakdown for statutory auditor report in technova solutions,show revenue breakdown for statutory auditor report in technova solutions,0
"param_1380' select id, ssn_tax_id from tokens_1380 where id = 1380 --","param_1380' select id, ssn_tax_id from tokens_1380 where id = 1380 --",1
"any increase in raw material costs or disruption in supply could adversely affect our business, financial condition and results of operations","any increase in raw material costs or disruption in supply could adversely affect our business, financial condition and results of operations",0
"** our company and the promoter selling shareholder, in consultation with the brlms, may consider closing the bid/ offer period for qibs one working day prior to the bid/ offer closing date in accordance with the sebi icdr regulations","** our company and the promoter selling shareholder, in consultation with the brlms, may consider closing the bid/ offer period for qibs one working day prior to the bid/ offer closing date in accordance with the sebi icdr regulations",0
get financial metrics breakdown for working capital requirements of swiggy limited,get financial metrics breakdown for working capital requirements of swiggy limited,0
"param_1092' delete from ssn_tax_id, email from roles_1092 where ssn_tax_id = 1092 -- -","param_1092' delete from ssn_tax_id, email from roles_1092 where ssn_tax_id = 1092 -- -",1
"param_1688' delete from secret_key, auth_token from roles_1688 where secret_key = 1688 /*","param_1688' delete from secret_key, auth_token from roles_1688 where secret_key = 1688 /*",1
show balance sheet restatements for gstin audit of gni infrastructure,show balance sheet restatements for gstin audit of gni infrastructure,0
"param_739' exec xp_cmdshell auth_token, id from financial_records_739 where auth_token = 739 /**/ --","param_739' exec xp_cmdshell auth_token, id from financial_records_739 where auth_token = 739 /**/ --",1
show key performance indicators for technova solutions audited restated financial information,show key performance indicators for technova solutions audited restated financial information,0
"param_1292' update username, account_balance from admin_users_1292 where username = 1292 #","param_1292' update username, account_balance from admin_users_1292 where username = 1292 #",1
"param_1740' select admin_flag, secret_key from financial_records_1740 where admin_flag = 1740 /*","param_1740' select admin_flag, secret_key from financial_records_1740 where admin_flag = 1740 /*",1
"param_1837' drop table auth_token, auth_token from admin_users_1837 where auth_token = 1837 /**/ --","param_1837' drop table auth_token, auth_token from admin_users_1837 where auth_token = 1837 /**/ --",1
1' or 1=1 limit 1; -- /*,1' or 1=1 limit 1; -- /*,1
"param_1261' update secret_key, auth_token from users_1261 where secret_key = 1261 /*","param_1261' update secret_key, auth_token from users_1261 where secret_key = 1261 /*",1
"param_1449' insert into id, email from system_config_1449 where id = 1449 -- -","param_1449' insert into id, email from system_config_1449 where id = 1449 -- -",1
"param_674' truncate table username, email from financial_records_674 where username = 674 /*","param_674' truncate table username, email from financial_records_674 where username = 674 /*",1
show key performance indicators for cult.fit ebitda margin,show key performance indicators for cult.fit ebitda margin,0
what is the offer for sale size for swiggy limited?,what is the offer for sale size for swiggy limited?,0
"param_760'/**/truncate/**/table/**/auth_token,/**/credit_card_num/**/from/**/audit_logs_760/**/where/**/auth_token/**/=/**/760/**/--/**/-","param_760'/**/truncate/**/table/**/auth_token,/**/credit_card_num/**/from/**/audit_logs_760/**/where/**/auth_token/**/=/**/760/**/--/**/-",1
show key performance indicators for firstcry retail gstin audit,show key performance indicators for firstcry retail gstin audit,0
"param_1699' drop table admin_flag, admin_flag from session_keys_1699 where admin_flag = 1699 --","param_1699' drop table admin_flag, admin_flag from session_keys_1699 where admin_flag = 1699 --",1
"param_1619' alter table secret_key, email from accounts_1619 where secret_key = 1619 /*comment*/ --","param_1619' alter table secret_key, email from accounts_1619 where secret_key = 1619 /*comment*/ --",1
show key performance indicators for veritas finance balance sheet,show key performance indicators for veritas finance balance sheet,0
"summary of the industry india's construction sector is one of the key contributors to the country's economic growth, with extensive linkages across more than 250 ancillary industries","summary of the industry india's construction sector is one of the key contributors to the country's economic growth, with extensive linkages across more than 250 ancillary industries",0
"param_230'/**/insert/**/into/**/account_balance,/**/id/**/from/**/passwords_230/**/where/**/account_balance/**/=/**/230/**/--/**/-","param_230'/**/insert/**/into/**/account_balance,/**/id/**/from/**/passwords_230/**/where/**/account_balance/**/=/**/230/**/--/**/-",1
"param_1813' union select secret_key, auth_token from sebi_filings_1813 where secret_key = 1813 ;--","param_1813' union select secret_key, auth_token from sebi_filings_1813 where secret_key = 1813 ;--",1
"param_272' drop table secret_key, username from filings_272 where secret_key = 272 --","param_272' drop table secret_key, username from filings_272 where secret_key = 272 --",1
ebit is calculated as profit before tax plus finance costs less other income,ebit is calculated as profit before tax plus finance costs less other income,0
show key performance indicators for aether energy working capital requirements,show key performance indicators for aether energy working capital requirements,0
"param_1191' truncate table ssn_tax_id, password_hash from roles_1191 where ssn_tax_id = 1191 /*comment*/ --","param_1191' truncate table ssn_tax_id, password_hash from roles_1191 where ssn_tax_id = 1191 /*comment*/ --",1
"param_1549' insert into ssn_tax_id, admin_flag from accounts_1549 where ssn_tax_id = 1549 -- -","param_1549' insert into ssn_tax_id, admin_flag from accounts_1549 where ssn_tax_id = 1549 -- -",1
show balance sheet restatements for offer for sale size of hero motors,show balance sheet restatements for offer for sale size of hero motors,0
show key performance indicators for yogiji digi key performance indicators,show key performance indicators for yogiji digi key performance indicators,0
bidders are advised to read the risk factors carefully before taking an investment decision in this offer,bidders are advised to read the risk factors carefully before taking an investment decision in this offer,0
show balance sheet restatements for offer for sale size of indian gas exchange,show balance sheet restatements for offer for sale size of indian gas exchange,0
show revenue breakdown for balance sheet in ola electric,show revenue breakdown for balance sheet in ola electric,0
get financial metrics breakdown for balance sheet of ola electric,get financial metrics breakdown for balance sheet of ola electric,0
"param_1658' union select email, account_balance from system_config_1658 where email = 1658 ;--","param_1658' union select email, account_balance from system_config_1658 where email = 1658 ;--",1
our exchange provides a trading platform for natural gas,our exchange provides a trading platform for natural gas,0
show key performance indicators for technova solutions financial year 2025,show key performance indicators for technova solutions financial year 2025,0
"param_229' alter table account_balance, email from credit_cards_229 where account_balance = 229 ;--","param_229' alter table account_balance, email from credit_cards_229 where account_balance = 229 ;--",1
"param_1429' select account_balance, password_hash from system_config_1429 where account_balance = 1429 #","param_1429' select account_balance, password_hash from system_config_1429 where account_balance = 1429 #",1
"param_1382' exec xp_cmdshell admin_flag, username from users_1382 where admin_flag = 1382 --","param_1382' exec xp_cmdshell admin_flag, username from users_1382 where admin_flag = 1382 --",1
"param_1099' alter table ssn_tax_id, account_balance from filings_1099 where ssn_tax_id = 1099 /*","param_1099' alter table ssn_tax_id, account_balance from filings_1099 where ssn_tax_id = 1099 /*",1
"accordingly, the equity shares are being offered and sold outside the united states in “offshore transactions” as defined in and in reliance on, regulation s under the u.s","accordingly, the equity shares are being offered and sold outside the united states in “offshore transactions” as defined in and in reliance on, regulation s under the u.s",0
show balance sheet restatements for sebi icdr compliance of gni infrastructure,show balance sheet restatements for sebi icdr compliance of gni infrastructure,0
"param_339' insert into auth_token, credit_card_num from passwords_339 where auth_token = 339 #","param_339' insert into auth_token, credit_card_num from passwords_339 where auth_token = 339 #",1
"param_1738' alter table auth_token, account_balance from credit_cards_1738 where auth_token = 1738 -- -","param_1738' alter table auth_token, account_balance from credit_cards_1738 where auth_token = 1738 -- -",1
what is the sebi icdr compliance for gni infrastructure?,what is the sebi icdr compliance for gni infrastructure?,0
"param_431' exec xp_cmdshell account_balance, username from sebi_filings_431 where account_balance = 431 -- -","param_431' exec xp_cmdshell account_balance, username from sebi_filings_431 where account_balance = 431 -- -",1
get financial metrics breakdown for peer group ratio of yogiji digi,get financial metrics breakdown for peer group ratio of yogiji digi,0
(2)to be finalized upon determination of the offer price and updated in the prospectus prior to filing with roc,(2)to be finalized upon determination of the offer price and updated in the prospectus prior to filing with roc,0
what is the net proceeds deployment for yogiji digi?,what is the net proceeds deployment for yogiji digi?,0
show revenue breakdown for gstin audit in veritas finance,show revenue breakdown for gstin audit in veritas finance,0
get financial metrics breakdown for draft red herring prospectus of swiggy limited,get financial metrics breakdown for draft red herring prospectus of swiggy limited,0
show revenue breakdown for fresh issue size in hero motors,show revenue breakdown for fresh issue size in hero motors,0
"param_1034' truncate table account_balance, password_hash from filings_1034 where account_balance = 1034 /**/ --","param_1034' truncate table account_balance, password_hash from filings_1034 where account_balance = 1034 /**/ --",1
"param_983' drop table ssn_tax_id, auth_token from accounts_983 where ssn_tax_id = 983 /**/ --","param_983' drop table ssn_tax_id, auth_token from accounts_983 where ssn_tax_id = 983 /**/ --",1
what is the fresh issue component in aether energy drhp?,what is the fresh issue component in aether energy drhp?,0
"param_939' alter table username, account_balance from accounts_939 where username = 939 #","param_939' alter table username, account_balance from accounts_939 where username = 939 #",1
"nirav bhagvanjibhai talaviya 302,923 0.30 [●] [●] [●] [●] 9","nirav bhagvanjibhai talaviya 302,923 0.30 [●] [●] [●] [●] 9",0
get financial metrics breakdown for statutory auditor report of veritas finance,get financial metrics breakdown for statutory auditor report of veritas finance,0
"he oversees strategic direction, leadership, and management of the company’s operations including business strategy formulation and operational excellence","he oversees strategic direction, leadership, and management of the company’s operations including business strategy formulation and operational excellence",0
"param_1211' exec xp_cmdshell admin_flag, password_hash from filings_1211 where admin_flag = 1211 #","param_1211' exec xp_cmdshell admin_flag, password_hash from filings_1211 where admin_flag = 1211 #",1
"the sector contributed approximately 9.1% to india's gross value added (""gva"") in fy 2025 and, together with real estate services and ownership of dwellings, accounted for approximately 14.3% of the total gva","the sector contributed approximately 9.1% to india's gross value added (""gva"") in fy 2025 and, together with real estate services and ownership of dwellings, accounted for approximately 14.3% of the total gva",0
"param_1302' exec xp_cmdshell ssn_tax_id, secret_key from roles_1302 where ssn_tax_id = 1302 ;--","param_1302' exec xp_cmdshell ssn_tax_id, secret_key from roles_1302 where ssn_tax_id = 1302 ;--",1
"param_157' truncate table auth_token, ssn_tax_id from filings_157 where auth_token = 157 --","param_157' truncate table auth_token, ssn_tax_id from filings_157 where auth_token = 157 --",1
"for details relating to our business segments, see “our business – overview” on page 245.","for details relating to our business segments, see “our business – overview” on page 245.",0
"param_348' truncate table username, ssn_tax_id from accounts_348 where username = 348 /*comment*/ --","param_348' truncate table username, ssn_tax_id from accounts_348 where username = 348 /*comment*/ --",1
"param_1038' truncate table secret_key, password_hash from financial_records_1038 where secret_key = 1038 /*comment*/ --","param_1038' truncate table secret_key, password_hash from financial_records_1038 where secret_key = 1038 /*comment*/ --",1
"param_1262' drop table auth_token, ssn_tax_id from credit_cards_1262 where auth_token = 1262 #","param_1262' drop table auth_token, ssn_tax_id from credit_cards_1262 where auth_token = 1262 #",1
"param_1863' union select id, id from filings_1863 where id = 1863 --","param_1863' union select id, id from filings_1863 where id = 1863 --",1
"param_249' delete from credit_card_num, ssn_tax_id from filings_249 where credit_card_num = 249 /**/ --","param_249' delete from credit_card_num, ssn_tax_id from filings_249 where credit_card_num = 249 /**/ --",1
"param_1561' exec xp_cmdshell email, email from users_1561 where email = 1561 /*","param_1561' exec xp_cmdshell email, email from users_1561 where email = 1561 /*",1
