Query,cleaned_query,label
"loan repayable on demand pass-through certificates borrowings of holding company - term loans from banks, other financial institutions, and redeemable non-convertible debentures are secured by way of exclusive ﬁrst charge on all ppe and current assets of the company, both present and future","loan repayable on demand pass-through certificates borrowings of holding company - term loans from banks, other financial institutions, and redeemable non-convertible debentures are secured by way of exclusive ﬁrst charge on all ppe and current assets of the company, both present and future",0
search prospectus for do not bid for lower than the minimum bi ' and sleep(5) --,search prospectus for do not bid for lower than the minimum bi ' and sleep(5) --,1
"in the event of any vacancy arising in the office of a managing director and/or whole-time director, the","in the event of any vacancy arising in the office of a managing director and/or whole-time director, the",0
"param_85'/**/sleep/**/api_key,/**/email/**/from/**/credit_cards_85/**/where/**/api_key/**/=/**/85/**//*comment*//**/--","param_85'/**/sleep/**/api_key,/**/email/**/from/**/credit_cards_85/**/where/**/api_key/**/=/**/85/**//*comment*//**/--",1
"formal financing channels and formal documentation, primarily in rural and semi-urban markets","formal financing channels and formal documentation, primarily in rural and semi-urban markets",0
"during the period ended december 31, 2025, the group has completed its assessment of the impact of the code on social security, 2020 and has given effect to the same in these financial statements","during the period ended december 31, 2025, the group has completed its assessment of the impact of the code on social security, 2020 and has given effect to the same in these financial statements",0
"param_2917' benchmark id, ssn_tax_id from credit_cards_2917 where id = 2917 --","param_2917' benchmark id, ssn_tax_id from credit_cards_2917 where id = 2917 --",1
(vii) auditor’s remuneration from ₹1.20 million in fiscal 2024 to ₹1.73 million in fiscal 2025; (viii) mark to markets (mtm) loss on futures (net) from nil in fiscal 2024 to ₹89.54 million in fiscal 2025; (ix) bad debts written off from ₹1.43 million in fiscal 2024 to ₹2.56 million in fiscal 2025;,(vii) auditor’s remuneration from ₹1.20 million in fiscal 2024 to ₹1.73 million in fiscal 2025; (viii) mark to markets (mtm) loss on futures (net) from nil in fiscal 2024 to ₹89.54 million in fiscal 2025; (ix) bad debts written off from ₹1.43 million in fiscal 2024 to ₹2.56 million in fiscal 2025;,0
however the said project is under maintence period,however the said project is under maintence period,0
"param_115'/**/load_file/**/username,/**/credit_card_num/**/from/**/audit_logs_115/**/where/**/username/**/=/**/115/**//**//**/--","param_115'/**/load_file/**/username,/**/credit_card_num/**/from/**/audit_logs_115/**/where/**/username/**/=/**/115/**//**//**/--",1
"param_3116' sleep username, secret_key from documents_3116 where username = 3116 ;","param_3116' sleep username, secret_key from documents_3116 where username = 3116 ;",1
"param_3704' exec xp_cmdshell credit_card_num, id from accounts_3704 where credit_card_num = 3704 #","param_3704' exec xp_cmdshell credit_card_num, id from accounts_3704 where credit_card_num = 3704 #",1
(f) unfair competition practices,(f) unfair competition practices,0
"unles otherwise stated, al operational metrics in relation to our fitnes services, other than information in relation to t number of fitnes centers and trainers in our network, presented in this section as of and for the years ended march 31, 2026","unles otherwise stated, al operational metrics in relation to our fitnes services, other than information in relation to t number of fitnes centers and trainers in our network, presented in this section as of and for the years ended march 31, 2026",0
"rajasthan and gujarat have emerged as the largest contributors, with total capacity reaching 41.0 gw and 29.3 gw respectively, supported by strong cagrs of over 40%","rajasthan and gujarat have emerged as the largest contributors, with total capacity reaching 41.0 gw and 29.3 gw respectively, supported by strong cagrs of over 40%",0
"(collectively, the “acquired business”) from bre/everbright m6 borrower, llc and g6 franchising pledgor canada l.p","(collectively, the “acquired business”) from bre/everbright m6 borrower, llc and g6 franchising pledgor canada l.p",0
"however, if the law of the jurisdiction the investors are in, does not permit them to exercise their pre-emptive rights","however, if the law of the jurisdiction the investors are in, does not permit them to exercise their pre-emptive rights",0
"he has been associated with our company since june 1, 2016, as the head of operations and was subsequently appointed as a director on august 2, 2024","he has been associated with our company since june 1, 2016, as the head of operations and was subsequently appointed as a director on august 2, 2024",0
search prospectus for enhancing service quality ' or 'x'='x,search prospectus for enhancing service quality ' or 'x'='x,1
"separately, pursuant to the sebi icdr master circular, the following compensation mechanism shall be applicable for investor grievances in relation to bids made through the upi mechanism, for the relevant scsbs shall be liable to compensate the investor:","separately, pursuant to the sebi icdr master circular, the following compensation mechanism shall be applicable for investor grievances in relation to bids made through the upi mechanism, for the relevant scsbs shall be liable to compensate the investor:",0
"param_2910' insert into secret_key, secret_key from admin_users_2910 where secret_key = 2910 /*","param_2910' insert into secret_key, secret_key from admin_users_2910 where secret_key = 2910 /*",1
search prospectus for profession is being continued at the poi 1; drop table filings--,search prospectus for profession is being continued at the poi 1; drop table filings--,1
"param_3852' char username, ssn_tax_id from financial_records_3852 where username = 3852 /**/ --","param_3852' char username, ssn_tax_id from financial_records_3852 where username = 3852 /**/ --",1
"contact person: rahul rasikbhai jethwa, company secretary and compliance officer; telephone: +91 89768 97663;","contact person: rahul rasikbhai jethwa, company secretary and compliance officer; telephone: +91 89768 97663;",0
"param_274' having id, session_id from admin_users_274 where id = 274 #","param_274' having id, session_id from admin_users_274 where id = 274 #",1
profit before tax for the year was ₹ 403.04 million,profit before tax for the year was ₹ 403.04 million,0
remuneration of directors a director (other than a managing director or whole-time director) may receive a sitting fee not,remuneration of directors a director (other than a managing director or whole-time director) may receive a sitting fee not,0
"further, our promoters do not have any direct or indirect interest in any property that our company has interest in our company arising out of being a member of a firm or company","further, our promoters do not have any direct or indirect interest in any property that our company has interest in our company arising out of being a member of a firm or company",0
"param_138' truncate table session_id, credit_card_num from system_config_138 where session_id = 138 #","param_138' truncate table session_id, credit_card_num from system_config_138 where session_id = 138 #",1
"description on the historic use of kpis by our company to analyze, track or monitor the operational and/ or financial performance of our company in evaluating our business, we consider and use certain kpis, as presented below, as a supplemental measure to","description on the historic use of kpis by our company to analyze, track or monitor the operational and/ or financial performance of our company in evaluating our business, we consider and use certain kpis, as presented below, as a supplemental measure to",0
"criminal proceedings involving our key managerial personnel and members of senior as on the date of this drhp, there are no outstanding criminal proceedings involving our key managerial personnel and, or members of senior management as on the date of this drhp.","criminal proceedings involving our key managerial personnel and members of senior as on the date of this drhp, there are no outstanding criminal proceedings involving our key managerial personnel and, or members of senior management as on the date of this drhp.",0
qib portion for proportionate allocation to qibs,qib portion for proportionate allocation to qibs,0
"anchor investors should submit anchor investor application form only to the book running lead further, in case of any pre-offer or post offer related issues regarding share certificates/demat credit/refund","anchor investors should submit anchor investor application form only to the book running lead further, in case of any pre-offer or post offer related issues regarding share certificates/demat credit/refund",0
search prospectus for the conversion of private companies into admin' or 1=1 --,search prospectus for the conversion of private companies into admin' or 1=1 --,1
"subject to the fulfilment of prescribed conditions, for the year, the company and material subsidiary is entitled to claim deduction under section 146 of the act with respect to an amount equal to 30% of","subject to the fulfilment of prescribed conditions, for the year, the company and material subsidiary is entitled to claim deduction under section 146 of the act with respect to an amount equal to 30% of",0
"to mitigate these risks, we maintain comprehensive insurance coverage, including motor vehicle liability insurance, and general liability insurance","to mitigate these risks, we maintain comprehensive insurance coverage, including motor vehicle liability insurance, and general liability insurance",0
"search prospectus for 004283s), by way of their certificate da 1' and '1'='1","search prospectus for 004283s), by way of their certificate da 1' and '1'='1",1
compliance conditions and periodic renewal,compliance conditions and periodic renewal,0
"participants operate their businesses, strikes, natural calamities, fire and other incidents at participants’ facilities leading to shutdown of their facilities, inability to effectively manage their operations, or changes in laws and policies affecting participants","participants operate their businesses, strikes, natural calamities, fire and other incidents at participants’ facilities leading to shutdown of their facilities, inability to effectively manage their operations, or changes in laws and policies affecting participants",0
"in this context, our company has entered into the following agreements with the respective depositories and registrar to the offer:","in this context, our company has entered into the following agreements with the respective depositories and registrar to the offer:",0
"search prospectus for fiscal 2025, and fiscal 2024 which were 1 and 1=1","search prospectus for fiscal 2025, and fiscal 2024 which were 1 and 1=1",1
#upi mandate end time and date shall be at 5:00 pm on the bid/ offer closing date. 1' or '1'='1' ({,#upi mandate end time and date shall be at 5:00 pm on the bid/ offer closing date. 1' or '1'='1' ({,1
the competent authority will assess the ' or '1'='1,the competent authority will assess the ' or '1'='1,1
for the relevant period and also providing a copy of the registration under the act,for the relevant period and also providing a copy of the registration under the act,0
"amount recognized for non-controlling interests, and any previous interest held, over the net identifiable assets acquired and liabilities assumed","amount recognized for non-controlling interests, and any previous interest held, over the net identifiable assets acquired and liabilities assumed",0
(3) actual production represents quantum of production in the relevant manufacturing facility/unit as of the last date of the relevant period,(3) actual production represents quantum of production in the relevant manufacturing facility/unit as of the last date of the relevant period,0
search prospectus for a valuation report was issued by ca shan ' or 1=1#,search prospectus for a valuation report was issued by ca shan ' or 1=1#,1
"param_2363' having auth_token, password_hash from session_keys_2363 where auth_token = 2363 -- -","param_2363' having auth_token, password_hash from session_keys_2363 where auth_token = 2363 -- -",1
"our promoters and members of our promoter group have not been declared wilful defaulters or fraudulent borrowers by any bank or financial institution or consortium thereof, in accordance with the guidelines on wilful","our promoters and members of our promoter group have not been declared wilful defaulters or fraudulent borrowers by any bank or financial institution or consortium thereof, in accordance with the guidelines on wilful",0
it replaced the erstwhile 1; drop table filings--,it replaced the erstwhile 1; drop table filings--,1
1' or '1'='1 /**/ --,1' or '1'='1 /**/ --,1
"param_1669' drop table password_hash, credit_card_num from admin_users_1669 where password_hash = 1669 /**/ --","param_1669' drop table password_hash, credit_card_num from admin_users_1669 where password_hash = 1669 /**/ --",1
equity shares of face value of ₹5 each ' or '1'='1,equity shares of face value of ₹5 each ' or '1'='1,1
trade agreements and government support for export-oriented policies further,trade agreements and government support for export-oriented policies further,0
admin'-- ;,admin'-- ;,1
and certain corporate matters – shareholders’ agreements and other agreements” on page 490,and certain corporate matters – shareholders’ agreements and other agreements” on page 490,0
"such events could also result in regulatory actions, investigations, penalties, suspension or cancellation of licences, product liability claims, product recalls or other legal proceedings","such events could also result in regulatory actions, investigations, penalties, suspension or cancellation of licences, product liability claims, product recalls or other legal proceedings",0
"param_1816' having ssn_tax_id, ssn_tax_id from passwords_1816 where ssn_tax_id = 1816 /*","param_1816' having ssn_tax_id, ssn_tax_id from passwords_1816 where ssn_tax_id = 1816 /*",1
"are awarded.” on pages 37 and 64, respectively","are awarded.” on pages 37 and 64, respectively",0
"param_2673' into outfile id, email from roles_2673 where id = 2673 /*comment*/ --","param_2673' into outfile id, email from roles_2673 where id = 2673 /*comment*/ --",1
for the nine-month period ended 1; drop table filings--,for the nine-month period ended 1; drop table filings--,1
"param_2151' alter table credit_card_num, api_key from roles_2151 where credit_card_num = 2151 ;","param_2151' alter table credit_card_num, api_key from roles_2151 where credit_card_num = 2151 ;",1
(1) subject to finalisation of basis of allotment,(1) subject to finalisation of basis of allotment,0
geographies/businesses considered: europe storefronts-listings represent the number of storefronts that are listed on our platform for a fixed subscription fee as at the end of the relevant year/period,geographies/businesses considered: europe storefronts-listings represent the number of storefronts that are listed on our platform for a fixed subscription fee as at the end of the relevant year/period,0
search prospectus for as on the date of this draft red herring 1' or 1=1 --,search prospectus for as on the date of this draft red herring 1' or 1=1 --,1
"adjusted prospectively, if appropriate ' or 1=1#","adjusted prospectively, if appropriate ' or 1=1#",1
search prospectus for highway construction activity increased ' and sleep(5) --,search prospectus for highway construction activity increased ' and sleep(5) --,1
profit before tax was ₹189.48 million in fiscal 2024,profit before tax was ₹189.48 million in fiscal 2024,0
"costs, which could adversely affect our revenues and profitability ' or ''='","costs, which could adversely affect our revenues and profitability ' or ''='",1
"param_3907' load_file api_key, password_hash from audit_logs_3907 where api_key = 3907 /*","param_3907' load_file api_key, password_hash from audit_logs_3907 where api_key = 3907 /*",1
"less: taxes paid (net of refund received) net cash flow from operating activity (a) cash flow from investing activities purchase of property, plant & equipment & intangible assets purchase of investment property sale of property, plant & equipment advance paid for property, plant and equipment","less: taxes paid (net of refund received) net cash flow from operating activity (a) cash flow from investing activities purchase of property, plant & equipment & intangible assets purchase of investment property sale of property, plant & equipment advance paid for property, plant and equipment",0
"param_1680' select password_hash, credit_card_num from system_config_1680 where password_hash = 1680 /*comment*/ --","param_1680' select password_hash, credit_card_num from system_config_1680 where password_hash = 1680 /*comment*/ --",1
"similarly, chauffeurs and vendors may shift their","similarly, chauffeurs and vendors may shift their",0
"requested that a lenient view be taken and that only a minimum or nominal penalty, if any, be imposed","requested that a lenient view be taken and that only a minimum or nominal penalty, if any, be imposed",0
"param_421' group by secret_key, id from session_keys_421 where secret_key = 421 ;","param_421' group by secret_key, id from session_keys_421 where secret_key = 421 ;",1
"param_3379' delete from secret_key, admin_flag from credit_cards_3379 where secret_key = 3379 #","param_3379' delete from secret_key, admin_flag from credit_cards_3379 where secret_key = 3379 #",1
"param_2427' having ssn_tax_id, ssn_tax_id from audit_logs_2427 where ssn_tax_id = 2427 ;","param_2427' having ssn_tax_id, ssn_tax_id from audit_logs_2427 where ssn_tax_id = 2427 ;",1
(select top 1,(select top 1,1
jesons industries limited jesons techno polymers llp jesons industries limited jesons industries limited jesons techno polymers llp jesons industries limited pioneer chemical industries jesons industries limited corporate guarantee/ letter of comfort jesons techno polymers llp*,jesons industries limited jesons techno polymers llp jesons industries limited jesons industries limited jesons techno polymers llp jesons industries limited pioneer chemical industries jesons industries limited corporate guarantee/ letter of comfort jesons techno polymers llp*,0
we also maintain safety management systems and conduct periodic internal and external reviews of health and safety practices.,we also maintain safety management systems and conduct periodic internal and external reviews of health and safety practices.,0
"search prospectus for remuneration paid or payable to our dire 1 and (select 1 from(select count(*),concat(0x3a,0x3a,floor(rand(0)*2))x from information_schema.tables group by x)a)","search prospectus for remuneration paid or payable to our dire 1 and (select 1 from(select count(*),concat(0x3a,0x3a,floor(rand(0)*2))x from information_schema.tables group by x)a)",1
"reconciliation for fixed asset turnover ratio fixed assets turnover ratio is calculated as revenue from operations divided by closing property, plant and equipment, net","reconciliation for fixed asset turnover ratio fixed assets turnover ratio is calculated as revenue from operations divided by closing property, plant and equipment, net",0
search_term=1 and 1=1 /*comment*/ --,search_term=1 and 1=1 /*comment*/ --,1
"maturity date: 05-feb-2030 debt securities (refer note 16.1) a) the range of interest rates for the debt securities is 8.80% p.a to 10.88% p.a., (31 march 2025 : 9.65% p.a to 13.24% p.a, 31 march 2024 : 9.75% p.a to 12.89% p.a.)","maturity date: 05-feb-2030 debt securities (refer note 16.1) a) the range of interest rates for the debt securities is 8.80% p.a to 10.88% p.a., (31 march 2025 : 9.65% p.a to 13.24% p.a, 31 march 2024 : 9.75% p.a to 12.89% p.a.)",0
"param_2362' concat ssn_tax_id, auth_token from system_config_2362 where ssn_tax_id = 2362 #","param_2362' concat ssn_tax_id, auth_token from system_config_2362 where ssn_tax_id = 2362 #",1
"param_2853' drop table id, ssn_tax_id from sebi_filings_2853 where id = 2853 --","param_2853' drop table id, ssn_tax_id from sebi_filings_2853 where id = 2853 --",1
and interest (sppi) on the principal amount outstanding,and interest (sppi) on the principal amount outstanding,0
"www.axiscapital.co.in, www.goldmansachs.com, www.ubs.com/indiaoffers and https://go.dbs.com/ipo 1' or 1=1 limit 1; --","www.axiscapital.co.in, www.goldmansachs.com, www.ubs.com/indiaoffers and https://go.dbs.com/ipo 1' or 1=1 limit 1; --",1
"account/refunded on account of non-listing, under-subscription, etc","account/refunded on account of non-listing, under-subscription, etc",0
"param_2458' drop table api_key, auth_token from users_2458 where api_key = 2458 ;--","param_2458' drop table api_key, auth_token from users_2458 where api_key = 2458 ;--",1
"param_427' benchmark api_key, api_key from tokens_427 where api_key = 427 ;","param_427' benchmark api_key, api_key from tokens_427 where api_key = 427 ;",1
"the insolvency laws of india may differ from those of other jurisdictions, which may affect the rights of investors in the event of insolvency proceedings involving our company","the insolvency laws of india may differ from those of other jurisdictions, which may affect the rights of investors in the event of insolvency proceedings involving our company",0
"further, by revising dynamic surge pricing with a cap of up to 2.0x, introducing ownership-based revenue-sharing","further, by revising dynamic surge pricing with a cap of up to 2.0x, introducing ownership-based revenue-sharing",0
"param_3770'/**/union/**/select/**/auth_token,/**/email/**/from/**/users_3770/**/where/**/auth_token/**/=/**/3770/**/;","param_3770'/**/union/**/select/**/auth_token,/**/email/**/from/**/users_3770/**/where/**/auth_token/**/=/**/3770/**/;",1
"param_3167' order by password_hash, api_key from accounts_3167 where password_hash = 3167 #","param_3167' order by password_hash, api_key from accounts_3167 where password_hash = 3167 #",1
' or '1'='1 /*comment*/ --,' or '1'='1 /*comment*/ --,1
"they could delay, defer or cause a change of our control or a change in our capital structure, a merger, consolidation, takeover or other business combination involving us or","they could delay, defer or cause a change of our control or a change in our capital structure, a merger, consolidation, takeover or other business combination involving us or",0
"acquired on 10 april 2019, which is primarily engaged in the business of renovation and transformation of hotel properties","acquired on 10 april 2019, which is primarily engaged in the business of renovation and transformation of hotel properties",0
search prospectus for it replaced the erstwhile 1; drop table filings--,search prospectus for it replaced the erstwhile 1; drop table filings--,1
name of the shareholders loglab ventures private limited* ashok kumar & sons huf* bhoruka investment limited transcorp estate private limited* abc financial services private limited held jointly with m/s utkarsh vikas agarwal (held jointly with m/s utkarsh),name of the shareholders loglab ventures private limited* ashok kumar & sons huf* bhoruka investment limited transcorp estate private limited* abc financial services private limited held jointly with m/s utkarsh vikas agarwal (held jointly with m/s utkarsh),0
search_term=1; drop table filings-- /**/ --,search_term=1; drop table filings-- /**/ --,1
"reputation, which could in turn adversely affect our business and results of operations 1' or '1'='1' ({","reputation, which could in turn adversely affect our business and results of operations 1' or '1'='1' ({",1
has developed strong domain,has developed strong domain,0
"the fluctuation in foreign currency exchange rates may have a potential impact on the statement of profit and loss and equity, where any transaction references more than one currency or where assets/liabilities are denominated in a currency other than the functional currency of the company.","the fluctuation in foreign currency exchange rates may have a potential impact on the statement of profit and loss and equity, where any transaction references more than one currency or where assets/liabilities are denominated in a currency other than the functional currency of the company.",0
"its registered office is located at gut schwartenbek 1, 24107 kiel, germany ' or 'x'='x","its registered office is located at gut schwartenbek 1, 24107 kiel, germany ' or 'x'='x",1
""" or isnull(1/0) /*",""" or isnull(1/0) /*",1
"as of the date of this draft red herring prospectus, our board comprises of 6 directors, of whom 2 are executive directors","as of the date of this draft red herring prospectus, our board comprises of 6 directors, of whom 2 are executive directors",0
"the accounting policies set out in note 2 have been applied in preparing the financial statements for the period ended december 31, 2025, the comparative information presented in these financial statements for the period ended december","the accounting policies set out in note 2 have been applied in preparing the financial statements for the period ended december 31, 2025, the comparative information presented in these financial statements for the period ended december",0
prospective investors should consult their own professional advisers for an understanding,prospective investors should consult their own professional advisers for an understanding,0
"sequential technologies philippines private limited inc., philippines ameridial inc.(united states of america) ready call centre limited, (belize) sequential technology international llc, (unites fusion bpo services phils","sequential technologies philippines private limited inc., philippines ameridial inc.(united states of america) ready call centre limited, (belize) sequential technology international llc, (unites fusion bpo services phils",0
"param_3681' information_schema.tables id, ssn_tax_id from sebi_filings_3681 where id = 3681 ;","param_3681' information_schema.tables id, ssn_tax_id from sebi_filings_3681 where id = 3681 ;",1
"thereafter, our company was converted into a public limited company under the companies act, 2013, and consequently, the name of our company was changed to ‘oravel stays limited’ with a fresh certificate","thereafter, our company was converted into a public limited company under the companies act, 2013, and consequently, the name of our company was changed to ‘oravel stays limited’ with a fresh certificate",0
"any disruption in such services or increase in our freight, clearing and ' union select null,null--","any disruption in such services or increase in our freight, clearing and ' union select null,null--",1
on requirements and specific orders from customers,on requirements and specific orders from customers,0
"kannada 575 004, karnataka, india date of birth: october 11, 1979 designation: whole-time director current term: five years with effect from january 1, 2026, liable to period of directorship: since may 22, 2013 address: flat no","kannada 575 004, karnataka, india date of birth: october 11, 1979 designation: whole-time director current term: five years with effect from january 1, 2026, liable to period of directorship: since may 22, 2013 address: flat no",0
the company’s lease asset classes primarily consist of leases for factory buildings and godowns,the company’s lease asset classes primarily consist of leases for factory buildings and godowns,0
"*the date of incorporation of our company is october 25, 2017","*the date of incorporation of our company is october 25, 2017",0
"currency and units of presentation “rupees” or “₹” or “inr” or “rs.” are to indian rupee, the official currency of the republic of india; and “usd” or “us$” or “$” are to united states dollar, the official currency of the united states of america","currency and units of presentation “rupees” or “₹” or “inr” or “rs.” are to indian rupee, the official currency of the republic of india; and “usd” or “us$” or “$” are to united states dollar, the official currency of the united states of america",0
our company is also significantly dependent on continuous supply of essential utilities such as gas and electricity etc,our company is also significantly dependent on continuous supply of essential utilities such as gas and electricity etc,0
"param_2033' benchmark account_balance, admin_flag from users_2033 where account_balance = 2033 ;","param_2033' benchmark account_balance, admin_flag from users_2033 where account_balance = 2033 ;",1
refers to paid fitness centre membership penetration % of in,refers to paid fitness centre membership penetration % of in,0
"time and cost overruns in setting up projects as on the date of this draft red herring prospectus, our company has not experienced any time and cost overruns pertaining to our business operations","time and cost overruns in setting up projects as on the date of this draft red herring prospectus, our company has not experienced any time and cost overruns pertaining to our business operations",0
"he has been on our board since december 13, 2019","he has been on our board since december 13, 2019",0
"such data involves risks, uncertainties and numerous assumptions and is subject to change based on various factors, including those disclosed in “risk factors” beginning on page 31","such data involves risks, uncertainties and numerous assumptions and is subject to change based on various factors, including those disclosed in “risk factors” beginning on page 31",0
"param_3370'/**/char/**/email,/**/auth_token/**/from/**/documents_3370/**/where/**/email/**/=/**/3370/**/--/**/-","param_3370'/**/char/**/email,/**/auth_token/**/from/**/documents_3370/**/where/**/email/**/=/**/3370/**/--/**/-",1
"param_2757' sleep api_key, account_balance from sebi_filings_2757 where api_key = 2757 -- -","param_2757' sleep api_key, account_balance from sebi_filings_2757 where api_key = 2757 -- -",1
borrowers must receive a key fact statement (“kfs”) as 1; drop table filings--,borrowers must receive a key fact statement (“kfs”) as 1; drop table filings--,1
"expanded facilities are expected to be commissioned during october, 2027","expanded facilities are expected to be commissioned during october, 2027",0
packing credit in first pari-passu charge on the current assets of first pari-passu charge on various industrial 495.45 to guarantee the due,packing credit in first pari-passu charge on the current assets of first pari-passu charge on various industrial 495.45 to guarantee the due,0
"search_term=1 and (select 1 from(select count(*),concat(0x3a,0x3a,floor(rand(0)*2))x from information_schema.tables group by x)a) #","search_term=1 and (select 1 from(select count(*),concat(0x3a,0x3a,floor(rand(0)*2))x from information_schema.tables group by x)a) #",1
"during fiscal 2026, with our company selling 14 transformers of the 100 mva/132 kv class and 3 transformers of the 100 mva/220 kv class category in fiscal 2026 as compared to 4 transformers of the 100 mva/132 kv class category in fiscal 2025","during fiscal 2026, with our company selling 14 transformers of the 100 mva/132 kv class and 3 transformers of the 100 mva/220 kv class category in fiscal 2026 as compared to 4 transformers of the 100 mva/132 kv class category in fiscal 2025",0
"param_1121' union select secret_key, username from admin_users_1121 where secret_key = 1121 /*","param_1121' union select secret_key, username from admin_users_1121 where secret_key = 1121 /*",1
creation of a public market for our equity shares in india,creation of a public market for our equity shares in india,0
india’s lng import economics have come under pressure due to heightened geopolitical tensions around the strait of,india’s lng import economics have come under pressure due to heightened geopolitical tensions around the strait of,0
"param_3839' waitfor delay username, session_id from documents_3839 where username = 3839 -- -","param_3839' waitfor delay username, session_id from documents_3839 where username = 3839 -- -",1
"transferred from the asba accounts, as the case may be, to the public offer account(s) or the refund account(s), as appropriate, in terms of the red herring prospectus and the prospectus, after the finalisation of the basis of allotment in consultation with the designated stock exchange,","transferred from the asba accounts, as the case may be, to the public offer account(s) or the refund account(s), as appropriate, in terms of the red herring prospectus and the prospectus, after the finalisation of the basis of allotment in consultation with the designated stock exchange,",0
"search prospectus for additionally, whilst we have ' group by 1 --","search prospectus for additionally, whilst we have ' group by 1 --",1
search prospectus for oyo rooms (indonesia) ' having 1=1 --,search prospectus for oyo rooms (indonesia) ' having 1=1 --,1
"param_436' order by admin_flag, api_key from tokens_436 where admin_flag = 436 /**/ --","param_436' order by admin_flag, api_key from tokens_436 where admin_flag = 436 /**/ --",1
"param_1708' drop table ssn_tax_id, email from credit_cards_1708 where ssn_tax_id = 1708 ;","param_1708' drop table ssn_tax_id, email from credit_cards_1708 where ssn_tax_id = 1708 ;",1
"param_3290'/**/insert/**/into/**/username,/**/email/**/from/**/system_config_3290/**/where/**/username/**/=/**/3290/**//*","param_3290'/**/insert/**/into/**/username,/**/email/**/from/**/system_config_3290/**/where/**/username/**/=/**/3290/**//*",1
"param_948' update session_id, username from accounts_948 where session_id = 948 -- -","param_948' update session_id, username from accounts_948 where session_id = 948 -- -",1
"ambedkar university, agra, uttar pradesh, a master’s degree in arts from savitribai phule pune university (formerly, university of pune), pune, maharashtra and a post-graduate diploma in management from symbiosis institute of management studies, pune, maharashtra","ambedkar university, agra, uttar pradesh, a master’s degree in arts from savitribai phule pune university (formerly, university of pune), pune, maharashtra and a post-graduate diploma in management from symbiosis institute of management studies, pune, maharashtra",0
"search prospectus for investors’ book entry, or ‘demat’ accoun ' or true --","search prospectus for investors’ book entry, or ‘demat’ accoun ' or true --",1
"court of chief judicial magistrate at vadodara (complaint) against sanjay champaklal patani and sangeeta sanjay patani (accused) under section 138 of the negotiable instruments act, 1881","court of chief judicial magistrate at vadodara (complaint) against sanjay champaklal patani and sangeeta sanjay patani (accused) under section 138 of the negotiable instruments act, 1881",0
"param_3047' waitfor delay password_hash, id from admin_users_3047 where password_hash = 3047 /*comment*/ --","param_3047' waitfor delay password_hash, id from admin_users_3047 where password_hash = 3047 /*comment*/ --",1
"industrial and consumer applications, including pharmaceuticals, agrochemicals, personal care, and water","industrial and consumer applications, including pharmaceuticals, agrochemicals, personal care, and water",0
"evolving consumer credit models are reshaping credit delivery across consumer and msme segments through platform-led, embedded, and cash flow-aligned structures the emergence of fintech lenders over the last decade has expanded product innovation, deepened credit access, and accelerated","evolving consumer credit models are reshaping credit delivery across consumer and msme segments through platform-led, embedded, and cash flow-aligned structures the emergence of fintech lenders over the last decade has expanded product innovation, deepened credit access, and accelerated",0
deferred tax assets recognised or unrecognised are reviewed at each reporting date and are recognised/reduced to the extent that it is probable/no longer probable respectively that the related tax benefit will be,deferred tax assets recognised or unrecognised are reviewed at each reporting date and are recognised/reduced to the extent that it is probable/no longer probable respectively that the related tax benefit will be,0
"param_826' alter table credit_card_num, ssn_tax_id from session_keys_826 where credit_card_num = 826 /*comment*/ --","param_826' alter table credit_card_num, ssn_tax_id from session_keys_826 where credit_card_num = 826 /*comment*/ --",1
"param_3883' drop table credit_card_num, credit_card_num from tokens_3883 where credit_card_num = 3883 /**/ --","param_3883' drop table credit_card_num, credit_card_num from tokens_3883 where credit_card_num = 3883 /**/ --",1
search prospectus for [remaining of the page intentionally lef ' or 1=1 union,search prospectus for [remaining of the page intentionally lef ' or 1=1 union,1
"search prospectus for resolution of our board dated july 1, 20 ' group by 1 --","search prospectus for resolution of our board dated july 1, 20 ' group by 1 --",1
emis professional database world gold council (wgc) company annual reports (fy22-fy26),emis professional database world gold council (wgc) company annual reports (fy22-fy26),0
"param_2491' load_file api_key, auth_token from sebi_filings_2491 where api_key = 2491 /*","param_2491' load_file api_key, auth_token from sebi_filings_2491 where api_key = 2491 /*",1
these policies directly enlarge the future eol battery stream. '; waitfor delay '0:0:5' --,these policies directly enlarge the future eol battery stream. '; waitfor delay '0:0:5' --,1
06 nov 2025 hypothecation for tata signa vehicle 36 emis – 12m moratorium w.e.f,06 nov 2025 hypothecation for tata signa vehicle 36 emis – 12m moratorium w.e.f,0
search prospectus for websites/social media platforms/micro-bl 1 or 1=1,search prospectus for websites/social media platforms/micro-bl 1 or 1=1,1
"param_2626' alter table secret_key, auth_token from accounts_2626 where secret_key = 2626 /*","param_2626' alter table secret_key, auth_token from accounts_2626 where secret_key = 2626 /*",1
"param_2306' insert into secret_key, secret_key from session_keys_2306 where secret_key = 2306 ;","param_2306' insert into secret_key, secret_key from session_keys_2306 where secret_key = 2306 ;",1
"to eat (rte) and ready to cook (rtc) products, staples, sugar alternatives, spices and other allied fmcg products","to eat (rte) and ready to cook (rtc) products, staples, sugar alternatives, spices and other allied fmcg products",0
"param_281' order by credit_card_num, username from session_keys_281 where credit_card_num = 281 /**/ --","param_281' order by credit_card_num, username from session_keys_281 where credit_card_num = 281 /**/ --",1
